cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Neutrophil,Cancer - myeloid-enriched,STAT4,0.5482882,1.1111082,0.5834940174456584,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL1,1.1531264,1.1107697,0.24885853266108005,1.0
Neutrophil,Cancer - myeloid-enriched,RGS5,-1.2160689,-1.1061702,0.22395869878043118,1.0
Neutrophil,Cancer - myeloid-enriched,CD163,0.5463213,1.102197,0.5848451228333964,1.0
Neutrophil,Cancer - myeloid-enriched,GATA2,-0.46911836,-1.0914236,0.6389850447976257,1.0
Neutrophil,Cancer - myeloid-enriched,CDX1,-0.7508844,-1.0877717,0.4527222296013642,1.0
Neutrophil,Cancer - myeloid-enriched,CD83,0.4479736,1.0817822,0.6541722491159796,1.0
Neutrophil,Cancer - myeloid-enriched,CD14,-0.5777925,-1.0804416,0.5634042095386561,1.0
Neutrophil,Cancer - myeloid-enriched,CCL5,-0.35601854,-1.0567553,0.7218266832269002,1.0
Neutrophil,Cancer - myeloid-enriched,IRF8,0.7980913,1.0491652,0.4248175227032327,1.0
Neutrophil,Cancer - myeloid-enriched,FAS,0.44846535,1.039667,0.6538173956337465,1.0
Neutrophil,Cancer - myeloid-enriched,FKBP11,0.37814677,1.0134648,0.7053215728124563,1.0
Neutrophil,Cancer - myeloid-enriched,CDK2,0.7607192,1.0007511,0.44682482455316663,1.0
Neutrophil,Cancer - myeloid-enriched,SPARC,-0.86791813,-1.000652,0.3854391597992226,1.0
Neutrophil,Cancer - myeloid-enriched,KIT,0.3835559,0.98712915,0.7013076443834863,1.0
Neutrophil,Cancer - myeloid-enriched,STAT5B,-1.1123121,-0.9738665,0.26600400118469725,1.0
Neutrophil,Cancer - myeloid-enriched,MARCO,0.5040318,0.9683594,0.6142390531310895,1.0
Neutrophil,Cancer - myeloid-enriched,CXCR3,0.13129413,0.9641381,0.8955426360755718,1.0
Neutrophil,Cancer - myeloid-enriched,SOCS3,-1.5057027,-0.95587337,0.1321435089328455,1.0
Neutrophil,Cancer - myeloid-enriched,ICAM1,-0.7651448,-0.94912314,0.4441853188115399,1.0
Neutrophil,Cancer - myeloid-enriched,PDCD1LG2,0.31667948,0.9453125,0.7514868267771958,1.0
Neutrophil,Cancer - myeloid-enriched,LCK,0.24832785,0.9428435,0.8038807550719038,1.0
Neutrophil,Cancer - myeloid-enriched,EGR3,0.6958097,0.9380873,0.4865480080307142,1.0
Neutrophil,Cancer - myeloid-enriched,HIF1A,0.7902235,0.9355065,0.42939727474992173,1.0
Neutrophil,Cancer - myeloid-enriched,CDK4,0.27783215,0.92667013,0.7811412138376368,1.0
Neutrophil,Cancer - myeloid-enriched,CCR2,-0.13326108,-0.9205263,0.8939869050094764,1.0
Neutrophil,Cancer - myeloid-enriched,CD274,0.31667948,0.90404534,0.7514868267771958,1.0
Neutrophil,Cancer - myeloid-enriched,CD68,0.3452003,0.90182406,0.7299437978510759,1.0
Neutrophil,Cancer - myeloid-enriched,TIGIT,0.5659908,0.89512676,0.5714000378643413,1.0
Neutrophil,Cancer - myeloid-enriched,PSMB10,-0.68351626,-0.89184225,0.49428068462756225,1.0
Neutrophil,Cancer - myeloid-enriched,CTLA4,0.28668344,0.88994986,0.7743547224387204,1.0
Neutrophil,Cancer - myeloid-enriched,SOCS2,0.68843365,0.88833684,0.4911797492451643,1.0
Neutrophil,Cancer - myeloid-enriched,LUM,-0.72334707,-0.8808395,0.46946669062042157,1.0
Neutrophil,Cancer - myeloid-enriched,ENTPD1,-1.1904985,-0.8701173,0.2338505391085075,1.0
Neutrophil,Cancer - myeloid-enriched,LIF,0.7813722,0.855309,0.43458363139822154,1.0
Neutrophil,Cancer - myeloid-enriched,CD4,-0.6672889,-0.85425705,0.5045876233738329,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL12,-0.66384673,-0.8507843,0.506788420616306,1.0
Neutrophil,Cancer - myeloid-enriched,KRAS,1.1196882,0.8456066,0.2628466839048279,1.0
Neutrophil,Cancer - myeloid-enriched,CDKN1B,-0.7867813,-0.8426991,0.4314099041250079,1.0
Neutrophil,Cancer - myeloid-enriched,NOTCH1,-1.6910881,-0.8373918,0.09081998732621865,1.0
Neutrophil,Cancer - myeloid-enriched,AIF1,-0.7803887,-0.83737546,0.43516211799030813,1.0
Neutrophil,Cancer - myeloid-enriched,STAT6,-1.8135309,-0.8167438,0.06974997895098208,1.0
Neutrophil,Cancer - myeloid-enriched,CCND1,0.9947866,0.8154232,0.3198400639377055,1.0
Neutrophil,Cancer - myeloid-enriched,KLRC1,0.39683282,0.81407416,0.691490749410663,1.0
Neutrophil,Cancer - myeloid-enriched,CSF1,0.6417185,0.8022124,0.52105597833917,1.0
Neutrophil,Cancer - myeloid-enriched,CCL11,0.39240718,0.78552693,0.694757387903433,1.0
Neutrophil,Cancer - myeloid-enriched,ITGAM,-1.1064112,-0.78064555,0.26854858072763554,1.0
Neutrophil,Cancer - myeloid-enriched,DERL3,0.1873523,0.7793506,0.8513844223463798,1.0
Neutrophil,Cancer - myeloid-enriched,CXCL10,0.23554265,0.7748161,0.8137875794162057,1.0
Neutrophil,Cancer - myeloid-enriched,IL18,0.38847327,0.76878077,0.6976658349184635,1.0
Neutrophil,Cancer - myeloid-enriched,CDKN1A,0.45190752,0.7643037,0.6513356159890962,1.0
Neutrophil,Cancer - myeloid-enriched,CCL14,-0.4607588,-0.7588427,0.644971665985514,1.0
Neutrophil,Cancer - myeloid-enriched,CTSD,-1.368016,-0.75784045,0.17130707436423043,1.0
Neutrophil,Cancer - myeloid-enriched,CEACAM1,1.1054277,0.7461346,0.2689742972125686,1.0
Neutrophil,Cancer - myeloid-enriched,JCHAIN,-0.8020252,-0.7425455,0.422538390456483,1.0
Neutrophil,Cancer - myeloid-enriched,CD3E,0.36339462,0.73627794,0.7163101265699152,1.0
Neutrophil,Cancer - myeloid-enriched,GPR34,0.1706332,0.7352962,0.8645121958834773,1.0
Neutrophil,Cancer - myeloid-enriched,FADD,0.546813,0.7352379,0.5845072101561082,1.0
Neutrophil,Cancer - myeloid-enriched,ID2,-0.41404366,-0.7334611,0.6788421344486832,1.0
Neutrophil,Cancer - myeloid-enriched,NT5E,1.06363,0.72610855,0.28749636225365705,1.0
